what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_41-b02-445-11M4107",1361996298945
java.specification.name,sysinfo,,,"Java Platform API Specification",1361996298946
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361996298946
java.specification.version,sysinfo,,,"1.6",1361996298946
java.vendor,sysinfo,,,"Apple Inc.",1361996298946
java.version,sysinfo,,,"1.6.0_41",1361996298946
java.vm.info,sysinfo,,,"mixed mode",1361996298946
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1361996298946
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1361996298946
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361996298946
java.vm.specification.version,sysinfo,,,"1.0",1361996298946
java.vm.vendor,sysinfo,,,"Apple Inc.",1361996298946
java.vm.version,sysinfo,,,"20.14-b01-445",1361996298946
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1361996299489
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1361996300469
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1361996300585
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1361996300944
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1361996301451
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1361996301955
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1361996302012
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1361996302114
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1361996302168
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1361996302203
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1361996302226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361996314736
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361996314771
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1361996317008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361996325636
started,bundle,org.eclipse.acceleo.common,3.2.1.v20120511-0335,"org.eclipse.acceleo.common",1361996327820
started,bundle,org.eclipse.acceleo.engine,3.2.1.v20120511-0335,"org.eclipse.acceleo.engine",1361996327861
started,bundle,org.eclipse.acceleo.traceability,3.2.1.v20120511-0335,"org.eclipse.acceleo.traceability",1361996327875
started,bundle,org.eclipse.acceleo.ide.ui,3.2.1.v20120511-0335,"org.eclipse.acceleo.ide.ui",1361996327890
started,bundle,org.eclipse.acceleo.parser,3.2.1.v20120511-0335,"org.eclipse.acceleo.parser",1361996327987
started,bundle,org.eclipse.ocl,3.1.0.v20120206-0606,"org.eclipse.ocl",1361996328283
started,bundle,org.eclipse.acceleo.model,3.2.1.v20120511-0335,"org.eclipse.acceleo.model",1361996328334
started,bundle,org.eclipse.ocl.ecore,3.1.2.v20111015-2027,"org.eclipse.ocl.ecore",1361996328377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361996330344
