what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1354387989328
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1354387989328
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1354387989329
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1354387989330
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1354387989331
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1354387989332
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1354387989333
os,sysinfo,,,"macosx",1354387989337
arch,sysinfo,,,"x86_64",1354387989337
ws,sysinfo,,,"cocoa",1354387989337
locale,sysinfo,,,"pt_BR",1354387989337
processors,sysinfo,,,"2",1354387989337
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354387989337
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-10M3909",1354387989337
java.specification.name,sysinfo,,,"Java Platform API Specification",1354387989337
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354387989337
java.specification.version,sysinfo,,,"1.6",1354387989337
java.vendor,sysinfo,,,"Apple Inc.",1354387989337
java.version,sysinfo,,,"1.6.0_37",1354387989337
java.vm.info,sysinfo,,,"mixed mode",1354387989337
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1354387989337
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354387989337
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354387989337
java.vm.specification.version,sysinfo,,,"1.0",1354387989337
java.vm.vendor,sysinfo,,,"Apple Inc.",1354387989337
java.vm.version,sysinfo,,,"20.12-b01-434",1354387989337
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1354387989355
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1354387989357
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1354387989371
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354387989480
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1354387991629
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1354387991630
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1354387991691
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1354387991693
started,bundle,PML.editor,1.0.0.qualifier,"PML.editor",1354387991714
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1354387991727
started,bundle,PML,1.0.0.qualifier,"PML",1354387991974
started,bundle,PML.edit,1.0.0.qualifier,"PML.edit",1354387992007
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1354387992178
opened,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354387992724
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354387992862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388004293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388023034
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388026313
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388036839
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388046063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388050970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388057353
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388058566
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388060376
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388063458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354388074072
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388079027
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388084601
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388089690
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388092682
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388093927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388097795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388102620
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388104108
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388106110
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388110601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354388114640
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388119078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388124157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388128825
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388132820
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388138389
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388141512
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388142529
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388145080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354388146038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354388148839
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388153231
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388161076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354388166886
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388168888
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388175314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388206129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388226640
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1354388242178
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388247124
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388254326
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388258173
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388271033
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388277949
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388285107
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388286627
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388287812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354388293307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388299701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388300137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1354388300237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388303301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388314382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354388318279
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388331241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388337264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388354567
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388361151
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1354388362176
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354388365685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388376300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388376491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1354388376546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354388381549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354389645847
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1354390326389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354390332728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354390334382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354390446565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354390457320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354390469848
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354390470778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354390483246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354390486374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354390543346
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1354390545190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354390559539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354390561447
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1354390573326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354390573358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354390574673
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1354390579006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354390582780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354390616686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354390632670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354390633716
