what,kind,bundleId,bundleVersion,description,time
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1348750174847
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1348750176545
activated,editor,PML.editor,1.0.0.qualifier,"br.ufrn.lasic.pml.presentation.PMLEditorID",1348750178621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750180492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750181199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1348750181286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750182952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750550278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750561091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750679012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750689756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750771984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750785676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750799556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750806836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750878077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348750883418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752184350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752185528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752186384
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348752186611
stopped,bundle,org.eclipse.acceleo.compatibility.ui,3.2.1.v20120511-0335,"org.eclipse.acceleo.compatibility.ui",1348752187438
stopped,bundle,org.eclipse.acceleo.compatibility,3.2.1.v20120511-0335,"org.eclipse.acceleo.compatibility",1348752187438
stopped,bundle,org.eclipse.acceleo.ide.ui,3.2.1.v20120511-0335,"org.eclipse.acceleo.ide.ui",1348752187438
stopped,bundle,org.eclipse.acceleo.traceability,3.2.1.v20120511-0335,"org.eclipse.acceleo.traceability",1348752187438
stopped,bundle,org.eclipse.emf.eef.codegen.ecore,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen.ecore",1348752187438
stopped,bundle,org.eclipse.emf.eef.codegen,1.0.2.v20120216-1513,"org.eclipse.emf.eef.codegen",1348752187438
stopped,bundle,GeneratorPML.ui,1.0.0.qualifier,"GeneratorPML.ui",1348752187438
